iata,icao,name,city,country,lat,lon,runway_length_ft,gate_count,timezone,score,category
BYN,ZMBH,Bayankhongor Airport,Bayankhongor,MN,46.170556,100.700000,9186,2,Asia/Ulaanbaatar,25000,small_airport
BYS,KBYS,Bicycle Lake Army Air Field,Fort Irwin/Barstow,US,35.280499,-116.629997,9500,25,America/Los_Angeles,15000,small_airport
BZA,MNBZ,Bonanza Airport,Bonanza,NI,14.020000,-84.620000,4000,1,America/Managua,15000,small_airport
BZE,MZBZ,Philip S. W. Goldson International Airport,Belize City,BZ,17.539101,-88.308296,7100,10,America/Belize,180000,medium_airport
BZL,VGBG,Barisal Airport,Barisal,BD,22.801000,90.301300,6000,2,Asia/Dhaka,120000,medium_airport
BZN,KBZN,Bozeman Yellowstone International Airport,Bozeman,US,45.778853,-111.153711,9003,45,America/Denver,730000,medium_airport
CAA,MHCA,Catacamas Airport,Catacamas,HN,14.851700,-85.912500,5000,1,America/Tegucigalpa,12000,small_airport
CAE,KCAE,Columbia Metropolitan Airport,Columbia,US,33.938172,-81.123022,8601,25,America/New_York,710000,medium_airport
CAH,VVCM,Ca Mau Airport,Ca Mau,VN,9.175500,105.179400,4921,2,Asia/Ho_Chi_Minh,45000,medium_airport
CAI,HECA,Cairo International Airport,Cairo,EG,30.111534,31.396694,13124,55,Africa/Cairo,1100000,large_airport
CAK,KCAK,Akron Canton Regional Airport,Akron,US,40.9161,-81.4422,7601,25,America/New_York,740000,medium_airport
CAL,EGEC,Campbeltown Airport,Campbeltown,GB,55.437222,-5.686389,5738,1,Europe/London,5000,small_airport
CAN,ZGGG,Guangzhou Baiyun International Airport,Guangzhou,CN,28.393299,113.299004,12467,170,Asia/Shanghai,1850000,large_airport
CAP,MTCH,Cap-Haïtien International Airport,Cap-Haïtien,HT,19.733100,-72.194700,8701,3,America/Port-au-Prince,150000,medium_airport
CAR,KCAR,Caribou Municipal Airport,Caribou,US,46.871498,-68.017899,4003,25,America/New_York,15000,small_airport
CBM,KCBM,Columbus Air Force Base,Columbus,US,33.643799,-88.443802,12000,25,America/New_York,85000,small_airport
CBO,RPMC,Awang Airport,Cotabato,PH,7.164500,124.216004,6233,4,Asia/Manila,190000,medium_airport
CBR,YSCB,Canberra Airport,Canberra,AU,-35.306900,149.195007,10758,15,Australia/Sydney,650000,large_airport
CCC,MUCC,Jardines del Rey Airport,Cayo Coco,CU,22.461900,-78.328300,9842,6,America/Havana,210000,medium_airport
CCR,KCCR,Buchanan Field,Concord,US,37.9897,-122.056999,5001,25,America/Anchorage,35000,small_airport
CCU,VECC,Netaji Subhash Chandra Bose International Airport,Kolkata,IN,22.654012,88.447650,11919,45,Asia/Kolkata,1020000,large_airport
CCY,KCCY,Northeast Iowa Regional Airport,Charles City,US,43.072601,-92.610802,4001,25,America/Chicago,8000,small_airport
CDB,PACD,Cold Bay Airport,Cold Bay,US,55.207871,-162.725029,10415,25,Pacific/Honolulu,12000,small_airport
CDC,KCDC,Cedar City Regional Airport,Cedar City,US,37.701,-113.098999,8653,25,America/Denver,45000,small_airport
CDE,ZBCD,Chengde Puning Airport,Chengde,CN,41.118600,118.156000,8530,6,Asia/Shanghai,150000,medium_airport
CDG,LFPG,Charles de Gaulle Airport,Paris,FR,49.009724,2.547778,13829,120,Europe/Paris,1450000,large_airport
CDR,KCDR,Chadron Municipal Airport,Chadron,US,42.837601,-103.095001,6001,25,America/Chicago,15000,small_airport
CDS,KCDS,Childress Municipal Airport,Childress,US,34.4338,-100.288002,5949,25,America/Chicago,5000,small_airport
CDV,PACV,Merle K (Mudhole) Smith Airport,Cordova,US,60.491798,-145.477997,7500,25,Pacific/Honolulu,35000,small_airport
CEB,RPVM,Mactan-Cebu International Airport,Cebu,PH,10.307500,123.978996,10826,35,Asia/Manila,1100000,large_airport
CEC,KCEC,Jack Mc Namara Field Airport,Crescent City,US,41.778929,-124.236403,5002,25,America/Anchorage,25000,small_airport
CEF,KCEF,Westover Metropolitan Airport / Westover Air Reserve Base,Chicopee,US,42.194,-72.534798,11597,25,America/New_York,45000,small_airport
CEI,VTCT,Mae Fah Luang - Chiang Rai International Airport,Chiang Rai,TH,19.951700,99.882500,9843,10,Asia/Bangkok,450000,large_airport
CEN,MMCN,Ciudad Obregón International Airport,Ciudad Obregón,MX,27.391800,-109.833000,7546,4,America/Hermosillo,210000,medium_airport
CEW,KCEW,Bob Sikes Airport,Crestview,US,30.778799,-86.522102,8005,25,America/New_York,45000,small_airport
CEZ,KCEZ,Cortez Municipal Airport,Cortez,US,37.303001,-108.627998,7205,25,America/Denver,28000,small_airport
CFG,MUCF,Jaime González Airport,Cienfuegos,CU,22.149200,-80.407200,7874,3,America/Havana,55000,small_airport
CFS,YCFS,Coffs Harbour Airport,Coffs Harbour,AU,-30.320500,153.117004,6824,4,Australia/Sydney,95000,medium_airport
CGD,ZGCD,Changde Taohuayuan Airport,Changde,CN,28.918100,111.640999,8530,10,Asia/Shanghai,280000,medium_airport
CGF,KCGF,Cuyahoga County Airport,Cleveland,US,41.565102,-81.486397,5102,25,America/New_York,45000,small_airport
CGI,KCGI,Cape Girardeau Regional Airport,Cape Girardeau,US,37.2253,-89.570801,6499,25,America/New_York,21000,small_airport
CGK,WIII,Soekarno-Hatta International Airport,Jakarta,ID,-6.125570,106.655998,11811,150,Asia/Jakarta,1500000,large_airport
CGM,RPMH,Camiguin Airport,Camiguin,PH,9.253330,124.708000,3943,2,Asia/Manila,110000,medium_airport
CGO,ZHCC,Zhengzhou Xinzheng International Airport,Zhengzhou,CN,34.519699,113.841003,11811,65,Asia/Shanghai,1350000,large_airport
CGP,VGEG,Shah Amanat International Airport,Chittagong,BD,22.249600,91.813202,9646,12,Asia/Dhaka,450000,large_airport
CGQ,ZYCC,Changchun Longjia International Airport,Changchun,CN,43.996101,125.684998,10499,45,Asia/Shanghai,950000,large_airport
CGY,RPMY,Laguindingan Airport,Cagayan de Oro,PH,8.614600,124.457001,6889,8,Asia/Manila,480000,large_airport
CHA,KCHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,US,35.035301,-85.203796,7400,25,America/New_York,610000,medium_airport
CHC,NZCH,Christchurch International Airport,Christchurch,NZ,-43.489399,172.531998,10787,30,Pacific/Auckland,980000,large_airport
CHG,ZYCY,Chaoyang Airport,Chaoyang,CN,41.538100,120.434000,6561,4,Asia/Shanghai,80000,small_airport
CHO,KCHO,Charlottesville Albemarle Airport,Charlottesville,US,38.138599,-78.452904,6001,115,America/New_York,520000,medium_airport
CHS,KCHS,Charleston International Airport,Charleston,US,32.896159,-80.038151,9001,80,America/New_York,790000,medium_airport
CHT,NZCI,Chatham Islands-Tuuta Airport,Chatham Islands,NZ,-43.812500,-176.464996,4429,1,Pacific/Chatham,10000,small_airport
CHX,MPCH,Capitán Manuel Niño International Airport,Changuinola,PA,9.458760,-82.518600,3281,2,America/Panama,60000,small_airport
CID,KCID,The Eastern Iowa Airport,Cedar Rapids,US,41.884701,-91.7108,8601,25,America/Chicago,680000,medium_airport
CIF,ZBCF,Chifeng Yulong Airport,Chifeng,CN,42.158100,118.835999,9186,12,Asia/Shanghai,250000,medium_airport
CIH,ZBCZ,Changzhi Wangcun Airport,Changzhi,CN,36.246700,113.125000,8530,10,Asia/Shanghai,250000,medium_airport
CIT,UAII,Shymkent International Airport,Shymkent,KZ,42.365021,69.475640,9186,10,Asia/Almaty,395000,large_airport
CIU,KCIU,Chippewa County International Airport,Kincheloe,US,46.242038,-84.462082,7201,45,America/New_York,190000,medium_airport
CJJ,RKTU,Cheongju International Airport,Cheongju,KR,36.716600,127.499000,9000,10,Asia/Seoul,380000,large_airport
CJU,RKPC,Jeju International Airport,Jeju,KR,33.511300,126.493000,10433,35,Asia/Seoul,1250000,large_airport
CKB,KCKB,North Central West Virginia Airport,Bridgeport,US,39.2966,-80.228104,7800,25,America/New_York,45000,small_airport
CKG,ZUCK,Chongqing Jiangbei International Airport,Chongqing,CN,29.719200,106.640999,12467,110,Asia/Shanghai,1600000,large_airport
CLD,KCRQ,McClellan-Palomar Airport,Carlsbad,US,33.1283,-117.279999,4897,25,America/Anchorage,110000,medium_airport
CLE,KCLE,Cleveland Hopkins International Airport,Cleveland,US,41.411701,-81.8498,9000,80,America/New_York,880000,medium_airport
CLL,KCLL,Easterwood Field,College Station,US,30.5886,-96.3638,7000,25,America/Chicago,120000,medium_airport
CLM,KCLM,William R Fairchild International Airport,Port Angeles,US,48.120201,-123.5,6347,45,America/Anchorage,60000,small_airport
CLQ,MMIA,Lic. Miguel de la Madrid Airport,Colima,MX,19.277000,-103.577000,8202,2,America/Mexico_City,70000,small_airport
CLT,KCLT,Charlotte Douglas International Airport,Charlotte,US,35.214001,-80.9431,10000,115,America/New_York,1120000,large_airport
CLU,KBAK,Columbus Municipal Airport,Columbus,US,39.262386,-85.895576,6400,25,America/New_York,18000,small_airport
CMA,YBCM,Cunnamulla Airport,Cunnamulla,AU,-28.029999,145.621002,5000,1,Australia/Brisbane,12000,small_airport
CMB,VCBI,Bandaranaike International Colombo Airport,Colombo,LK,7.180760,79.884102,10991,30,Asia/Colombo,830000,large_airport
CME,MMCE,Ciudad del Carmen International Airport,Ciudad del Carmen,MX,18.653700,-91.798800,7218,6,America/Mexico_City,150000,medium_airport
CMH,KCMH,John Glenn Columbus International Airport,Columbus,US,39.998001,-82.891899,10125,80,America/New_York,810000,medium_airport
CMI,KCMI,University of Illinois Willard Airport,Savoy,US,40.039819,-88.276249,8100,25,America/New_York,210000,medium_airport
CMJ,RCCM,Qimei Airport,Qimei,TW,23.212500,119.426000,2598,1,Asia/Taipei,15000,small_airport
CMM,MGCR,Carmelita Airport,Carmelita,GT,17.650000,-90.050000,3000,1,America/Guatemala,5000,small_airport
CMN,GMMN,Mohammed V International Airport,Casablanca,MA,33.367500,-7.589970,12205,35,Africa/Casablanca,880000,large_airport
CMW,MUCM,Ignacio Agramonte International Airport,Camagüey,CU,21.421700,-77.848300,9842,4,America/Havana,120000,medium_airport
CMX,KCMX,Houghton County Memorial Airport,Hancock,US,47.1684,-88.489098,6501,25,America/New_York,42000,small_airport
CNA,MMCA,Cananea National Airport,Cananea,MX,30.981800,-110.070000,4921,1,America/Hermosillo,5000,small_airport
CNM,KCNM,Cavern City Air Terminal,Carlsbad,US,32.337502,-104.263,7854,25,America/Denver,18000,small_airport
CNS,YBCS,Cairns Airport,Cairns,AU,-16.885800,145.755005,10486,20,Australia/Brisbane,780000,large_airport
CNU,KCNU,Chanute Martin Johnson Airport,Chanute,US,37.668173,-95.486727,4255,25,America/Chicago,4000,small_airport
CNX,VTCC,Chiang Mai International Airport,Chiang Mai,TH,18.766800,98.962600,11155,25,Asia/Bangkok,750000,large_airport
CNY,KCNY,Canyonlands Regional Airport,Moab,US,38.755001,-109.754997,7100,25,America/Denver,45000,small_airport
COD,KCOD,Yellowstone Regional Airport,Cody,US,44.520199,-109.024002,8268,25,America/Denver,8000,small_airport
COE,KCOE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,US,47.7743,-116.82,7400,25,America/Los_Angeles,8000,small_airport
COF,KCOF,Patrick Space Force Base,Cocoa Beach,US,28.2349,-80.6101,9023,25,America/New_York,15000,small_airport
CON,KCON,Concord Municipal Airport,Concord,US,43.202702,-71.502296,6005,25,America/New_York,6000,small_airport
COQ,ZMCD,Choibalsan Airport,Choibalsan,MN,48.135556,114.646111,8530,2,Asia/Choibalsan,30000,small_airport
COS,KCOS,City of Colorado Springs Municipal Airport,Colorado Springs,US,38.805801,-104.700996,13501,60,America/Denver,740000,medium_airport
COU,KCOU,Columbia Regional Airport,Columbia,US,38.8181,-92.219597,6501,25,America/Chicago,150000,medium_airport
CPE,MMCP,Ing. Alberto Acuña Ongay International Airport,Campeche,MX,19.816600,-90.500000,8202,3,America/Merida,90000,small_airport
CPH,EKCH,Copenhagen Kastrup Airport,Copenhagen,DK,55.617901,12.656000,11811,60,Europe/Copenhagen,1150000,large_airport
CPR,KCPR,Casper-Natrona County International Airport,Casper,US,42.907381,-106.461609,10164,45,America/Denver,310000,medium_airport
CPT,FACT,Cape Town International Airport,Cape Town,ZA,-33.974030,18.604333,10502,35,Africa/Johannesburg,880000,large_airport
CPX,TJCP,Benjamín Rivera Noriega Airport,Culebra,PR,18.311700,-65.303900,2600,1,America/Puerto_Rico,60000,small_airport
CRE,KCRE,Grand Strand Airport,North Myrtle Beach,US,33.811699,-78.7239,5996,25,America/New_York,15000,small_airport
CRG,KCRG,Jacksonville Executive at Craig Airport,Jacksonville,US,30.3363,-81.514397,4004,25,America/New_York,12000,small_airport
CRK,RPLC,Clark International Airport,Angeles,PH,15.185800,120.559998,10499,20,Asia/Manila,780000,large_airport
CRM,RPVF,Catarman National Airport,Catarman,PH,12.502800,124.639000,4429,1,Asia/Manila,65000,small_airport
CRP,KCRP,Corpus Christi International Airport,Corpus Christi,US,27.770399,-97.501198,7508,45,America/Chicago,420000,medium_airport
CRW,KCRW,Yeager Airport,Charleston,US,38.3731,-81.593201,6302,25,America/New_York,150000,medium_airport
CSG,KCSG,Columbus Airport,Columbus,US,32.516415,-84.939602,6997,25,America/New_York,45000,small_airport
CSL,MMSL,Cabo San Lucas International Airport,Cabo San Lucas,MX,22.948300,-109.938000,7000,2,America/Mazatlan,85000,small_airport
CSN,KCXP,Carson Airport,Carson City,US,39.194331,-119.734312,5906,25,America/Anchorage,8000,small_airport
CSV,KCSV,Crossville Memorial Airport Whitson Field,Crossville,US,35.95131,-85.08499,5418,25,America/New_York,5000,small_airport
CSX,ZGHA,Changsha Huanghua International Airport,Changsha,CN,28.189199,113.214996,10499,65,Asia/Shanghai,1300000,large_airport
CTB,KCTB,Cut Bank International Airport,Cut Bank,US,48.608657,-112.378183,5300,45,America/Denver,8000,small_airport
CTD,MPCE,Alonso Valderrama Airport,Chitré,PA,7.986670,-80.408600,3937,1,America/Panama,25000,small_airport
CTL,YBCV,Charleville Airport,Charleville,AU,-26.413900,146.261993,5000,1,Australia/Brisbane,18000,small_airport
CTM,MMCM,Chetumal International Airport,Chetumal,MX,18.504700,-88.326800,7244,3,America/Cancun,95000,small_airport
CTS,RJCC,New Chitose Airport,Sapporo,JP,42.775200,141.692001,9840,45,Asia/Tokyo,1000000,large_airport
CTU,ZUUU,Chengdu Shuangliu International Airport,Chengdu,CN,30.578501,103.946999,11811,90,Asia/Shanghai,1400000,large_airport
CUB,KCUB,Jim Hamilton L.B. Owens Airport,Columbia,US,33.970501,-80.995201,5002,25,America/New_York,12000,small_airport
CUK,MZCK,Caye Caulker Airport,Caye Caulker,BZ,17.734700,-88.031900,2600,1,America/Belize,90000,small_airport
CUL,MMCL,Culiacán International Airport,Culiacán,MX,24.764600,-107.475000,7546,12,America/Mazatlan,550000,large_airport
CUN,MMUN,Cancún International Airport,Cancún,MX,21.036500,-86.877100,11483,80,America/Cancun,1450000,large_airport
CUU,MMCU,Chihuahua International Airport,Chihuahua,MX,28.702200,-105.964000,8530,10,America/Chihuahua,450000,large_airport
CVG,KCVG,Cincinnati Northern Kentucky International Airport,Cincinnati / Covington,US,39.048801,-84.667801,12000,80,America/New_York,890000,medium_airport
CVJ,MMCB,General Mariano Matamoros Airport,Cuernavaca,MX,18.835400,-99.261100,9088,2,America/Mexico_City,25000,small_airport
CVM,MMCV,General Pedro J. Méndez International Airport,Ciudad Victoria,MX,23.702900,-98.956400,7218,2,America/Monterrey,40000,small_airport
CVN,KCVN,Clovis Municipal Airport,Clovis,US,34.426594,-103.078794,6200,25,America/Chicago,6000,small_airport
CVO,KCVO,Corvallis Municipal Airport,Corvallis,US,44.4972,-123.290001,5900,25,America/Anchorage,5000,small_airport
CVS,KCVS,Cannon Air Force Base,Clovis,US,34.382801,-103.321999,10000,25,America/Chicago,15000,small_airport
CWA,KCWA,Central Wisconsin Airport,Mosinee,US,44.777448,-89.670238,7645,25,America/New_York,180000,medium_airport
CWL,EGFF,Cardiff Airport,Cardiff,GB,51.396667,-3.343333,7750,10,Europe/London,120000,medium_airport
CXB,VGCB,Cox's Bazar Airport,Cox's Bazar,BD,21.451900,91.963898,6791,5,Asia/Dhaka,280000,medium_airport
CXO,KCXO,Conroe-North Houston Regional Airport,Houston,US,30.351801,-95.414497,6000,130,America/Chicago,15000,small_airport
CXR,VVCR,Cam Ranh International Airport,Nha Trang,VN,11.998000,109.219000,10000,15,Asia/Ho_Chi_Minh,920000,large_airport
CYA,MTCA,Antoine-Simon Airport,Les Cayes,HT,18.271700,-73.788300,3235,1,America/Port-au-Prince,25000,small_airport
CYI,RCKU,Chiayi Airport,Chiayi,TW,23.461901,120.395000,10007,3,Asia/Taipei,40000,small_airport
CYO,MUCL,Vilo Acuña Airport,Cayo Largo del Sur,CU,21.615800,-81.543900,9842,3,America/Havana,85000,medium_airport
CYP,RPVC,Calbayog Airport,Calbayog,PH,12.073000,124.544998,5413,2,Asia/Manila,60000,small_airport
CYS,KCYS,Cheyenne Regional Jerry Olson Field,Cheyenne,US,41.155701,-104.811997,9267,25,America/Denver,45000,small_airport
CYW,MMCY,Captain Rogelio Castillo National Airport,Celaya,MX,20.545100,-100.886000,6233,1,America/Mexico_City,10000,small_airport
CYZ,RPUY,Cauayan Airport,Cauayan,PH,16.929800,121.752998,6561,1,Asia/Manila,30000,small_airport
CZA,MMCT,Chichén Itzá International Airport,Kaua,MX,20.641000,-88.446500,9186,2,America/Cancun,30000,small_airport
CZF,PACZ,Cape Romanzof LRRS Airport,Cape Romanzof,US,61.7803,-166.039002,3990,25,Pacific/Honolulu,2000,small_airport
CZH,MZCZ,Corozal Airport,Corozal,BZ,18.382800,-88.411400,2000,1,America/Belize,25000,small_airport
CZM,MMCZ,Cozumel International Airport,Cozumel,MX,20.522400,-86.925600,10492,8,America/Cancun,300000,medium_airport
CZX,ZSCG,Changzhou Benniu International Airport,Changzhou,CN,31.905600,119.781998,11155,15,Asia/Shanghai,380000,medium_airport
DAA,KDAA,Davison Army Air Field,Fort Belvoir,US,38.715,-77.181,5618,25,America/New_York,5000,small_airport
DAB,KDAB,Daytona Beach International Airport,Daytona Beach,US,29.18255,-81.059464,10500,45,America/New_York,480000,medium_airport
DAC,VGHS,Hazrat Shahjalal International Airport,Dhaka,BD,23.843300,90.397797,10499,30,Asia/Dhaka,1250000,large_airport
DAD,VVDN,Da Nang International Airport,Da Nang,VN,16.043900,108.199000,11483,30,Asia/Ho_Chi_Minh,1100000,large_airport
DAG,KDAG,Barstow Daggett Airport,Daggett,US,34.853699,-116.787003,6400,25,America/Los_Angeles,8000,small_airport
DAL,KDAL,Dallas Love Field,Dallas,US,32.844776,-96.847653,8800,168,America/Chicago,880000,medium_airport
DAN,KDAN,Danville Regional Airport,Danville,US,36.572899,-79.336098,6500,25,America/New_York,5000,small_airport
DAT,ZBDT,Datong Yungang Airport,Datong,CN,40.060001,113.482002,9842,12,Asia/Shanghai,350000,medium_airport
DAV,MPDA,Enrique Malek International Airport,David,PA,8.390970,-82.434998,8530,4,America/Panama,150000,medium_airport
DAY,KDAY,James M. Cox Dayton International Airport,Dayton,US,39.902401,-84.219398,10900,45,America/New_York,510000,medium_airport
DBO,YSDU,Dubbo City Regional Airport,Dubbo,AU,-32.217700,148.574000,5600,3,Australia/Sydney,75000,medium_airport
DBQ,KDBQ,Dubuque Regional Airport,Dubuque,US,42.402,-90.709503,6502,25,America/Chicago,45000,small_airport
DCA,KDCA,Ronald Reagan Washington National Airport,Washington,US,38.8521,-77.037697,6869,60,America/New_York,980000,medium_airport
DCY,ZUDC,Daocheng Yading Airport,Daocheng,CN,29.323100,100.053000,13780,4,Asia/Shanghai,80000,small_airport
DDC,KDDC,Dodge City Regional Airport,Dodge City,US,37.763401,-99.965599,6899,25,America/Chicago,25000,small_airport
DDG,ZYDD,Dandong Langtou Airport,Dandong,CN,40.025300,124.286000,8530,6,Asia/Shanghai,150000,medium_airport
DEC,KDEC,Decatur Airport,Decatur,US,39.834599,-88.8657,8496,25,America/New_York,18000,small_airport
DEL,VIDP,Indira Gandhi International Airport,New Delhi,IN,28.555630,77.095190,14534,110,Asia/Kolkata,1450000,large_airport
